49001,6,1705636514036
49001,20,1705636514706
49001,32,1705636515236
49001,16,1705636515699
49001,6,1705636522372
49001,82,1705636525868
49001,34,1705636529387
49001,16,1705636532931
49001,60,1705636536536
49001,19,1705636540065
49001,30,1705636543642
49001,5,1705636547147
49001,33,1705636550658
49001,1,1705636560602
49001,103,1705636564265
49001,7,1705636567814
49001,32,1705636571285
49001,6,1705636575136
49001,102,1705636578688
49001,26,1705636579200
49001,16,1705636579686
49001,36,1705636580207
49001,95,1705636580703
49001,16,1705636581202
49001,15,1705636581687
49001,9,1705636582164
49001,3,1705636582624
49001,107,1705636586436
49001,18,1705636586956
49001,27,1705636587458
49001,9,1705636591093
49001,38,1705636591563
49001,23,1705636592071
49001,22,1705636592539
49001,18,1705636593057
49001,38,1705636593601
49001,23,1705636594188
49001,13,1705636594819
49001,65,1705636595557
49001,28,1705636596244
49001,23,1705636596763
49001,31,1705636597251
49001,114,1705636597719
49001,18,1705636598207
49001,22,1705636598654
49001,28,1705636599128
49001,6,1705636599600
49001,18,1705636600157
49001,88,1705636600630
49001,25,1705636601128
49001,80,1705636601602
49001,24,1705636602114
49001,1,1705636602605
49001,29,1705636603087
49001,28,1705636603689
49001,38,1705636604237
49001,13,1705636604950
49001,84,1705636605602
49001,38,1705636606392
49001,24,1705636606861
49001,69,1705636607358
49001,23,1705636607854
49001,36,1705636608339
49001,84,1705636608795
49001,24,1705636609287
49001,65,1705636609750
49001,29,1705636610266
49001,3,1705636610722
49001,14,1705636611204
49001,20,1705636611658
49001,7,1705636612140
49001,101,1705636612620
49001,11,1705636613123
49001,66,1705636613645
49001,23,1705636614225
49001,94,1705636614692
49001,4,1705636615209
49001,18,1705636615660
49001,22,1705636616198
49001,17,1705636616715
49001,33,1705636617228
49001,27,1705636617669
49001,11,1705636618154
49001,12,1705636618616
49001,23,1705636619093
49001,14,1705636619540
49001,25,1705636620015
49001,25,1705636620648
49001,38,1705636621157
49001,3,1705636621637
49001,18,1705636622136
49001,28,1705636622615
49001,28,1705636623212
49001,20,1705636623740
49001,100,1705636626556
49001,1,1705636627184
49001,16,1705636627683
49001,33,1705636628186
49001,440,1705636628662
49001,435,1705636629147
49001,21,1705636629647
49001,28,1705636630176
49001,22,1705636630635
49001,26,1705636631124
49001,21,1705636631604
49001,7,1705636632110
49001,19,1705636632573
49001,22,1705636633044
49001,18,1705636633691
49001,34,1705636635291
49001,100,1705636636094
49001,9,1705636636553
49001,104,1705636637057
49001,3,1705636637533
49001,37,1705636641070
49001,14,1705636641552
49001,81,1705636642066
49001,24,1705636642538
49001,1,1705636643007
49001,26,1705636643575
49001,10,1705636644161
49001,34,1705636644640
49001,20,1705636645233
49001,9,1705636645802
49001,6,1705636646317
49001,25,1705636646778
49001,436,1705636647269
49001,17,1705636647746
49001,7,1705636648221
49001,97,1705636648687
49001,23,1705636649161
49001,27,1705636649621
49001,65,1705636650243
49001,69,1705636650721
49001,31,1705636651190
49001,8,1705636651647
49001,14,1705636652150
49001,119,1705636652610
49001,33,1705636653083
49001,36,1705636653736
49001,12,1705636654357
49001,16,1705636654829
49001,9,1705636655304
49001,15,1705636655766
49001,14,1705636656263
49001,1,1705636656750
49001,7,1705636657222
49001,9,1705636657683
49001,16,1705636658188
49001,1,1705636658655
49001,25,1705636659154
49001,37,1705636659633
49001,38,1705636660172
49001,14,1705636660644
49001,26,1705636661129
49001,22,1705636661614
49001,17,1705636662135
49001,23,1705636662623
49001,14,1705636663125
49001,34,1705636663772
49001,13,1705636664392
49001,370,1705636664842
49001,12,1705636665396
49001,35,1705636665893
49001,119,1705636666371
49001,28,1705636666838
49001,2,1705636667324
49001,80,1705636667821
49001,13,1705636668294
49001,17,1705636668797
49001,94,1705636669296
49001,4,1705636669760
49001,17,1705636670257
49001,13,1705636670736
49001,8,1705636671213
49001,21,1705636671718
49001,15,1705636672221
49001,29,1705636672697
49001,16,1705636673192
49001,15,1705636673820
49001,2,1705636674397
49001,38,1705636674887
49001,28,1705636675422
49001,37,1705636675910
49001,1,1705636676376
49001,23,1705636676843
49001,12,1705636677339
49001,27,1705636677821
49001,11,1705636678313
49001,36,1705636678794
49001,64,1705636679256
49001,6,1705636679729
49001,29,1705636680491
49001,11,1705636681057
49001,20,1705636681561
49001,23,1705636682083
49001,19,1705636682552
49001,27,1705636683064
49001,5,1705636683598
49001,6,1705636684221
49001,26,1705636684895
49001,38,1705636685650
49001,87,1705636686355
49001,37,1705636686822
49001,67,1705636687305
49001,2,1705636687751
49001,17,1705636688222
49001,23,1705636688708
49001,30,1705636689197
49001,426,1705636689666
49001,111,1705636690220
49001,19,1705636690674
49001,6,1705636691151
49001,393,1705636691626
49001,26,1705636692158
49001,66,1705636692632
49001,3,1705636693166
49001,62,1705636693683
49001,16,1705636694312
49001,20,1705636694785
49001,12,1705636695287
49001,1,1705636695771
49001,26,1705636696280
49001,24,1705636696756
49001,70,1705636700258
49001,17,1705636700767
49001,7,1705636701254
49001,36,1705636701744
49001,35,1705636705419
49001,104,1705636705893
49001,9,1705636706390
49001,19,1705636706924
49001,7,1705636707420
49001,18,1705636707968
49001,15,1705636708449
49001,26,1705636708931
49001,80,1705636709393
49001,25,1705636709850
49001,4,1705636710373
49001,5,1705636710857
49001,14,1705636711354
49001,29,1705636711817
49001,6,1705636712310
49001,18,1705636712776
49001,25,1705636713324
49001,22,1705636713956
49001,25,1705636714539
49001,85,1705636715218
49001,4,1705636715805
49001,23,1705636716484
49001,13,1705636716985
49001,18,1705636717457
49001,26,1705636717921
49001,107,1705636718504
49001,12,1705636718981
49001,12,1705636719442
49001,117,1705636719925
49001,33,1705636720443
49001,91,1705636720978
49001,22,1705636721464
49001,7,1705636721943
49001,33,1705636722424
49001,113,1705636722895
49001,13,1705636723527
49001,66,1705636724099
49001,37,1705636724561
49001,7,1705636725064
49001,73,1705636725550
49001,119,1705636726058
49001,23,1705636726545
49001,16,1705636727027
49001,33,1705636727495
49001,34,1705636727947
49001,1,1705636728399
49001,33,1705636728873
49001,4,1705636729329
49001,37,1705636729785
49001,62,1705636730237
49001,18,1705636730689
49001,35,1705636731202
49001,83,1705636731659
49001,8,1705636732123
49001,18,1705636732581
49001,32,1705636733062
49001,31,1705636733633
49001,5,1705636736537
49001,112,1705636736975
49001,23,1705636737433
49001,490,1705636737893
49001,29,1705636738383
49001,2,1705636738854
49001,113,1705636739325
49001,6,1705636739798
49001,108,1705636740526
49001,32,1705636741023
49001,8,1705636741520
49001,19,1705636745324
49001,32,1705636745830
49001,10,1705636746347
49001,7,1705636746879
49001,111,1705636747367
49001,9,1705636747905
49001,118,1705636748391
49001,5,1705636748908
49001,15,1705636749383
49001,31,1705636749860
49001,118,1705636750344
49001,14,1705636750834
49001,38,1705636751362
49001,25,1705636751856
49001,83,1705636752337
49001,19,1705636752821
49001,25,1705636753633
49001,2,1705636754233
49001,16,1705636757910
49001,27,1705636758397
49001,19,1705636758924
49001,9,1705636759465
49001,30,1705636759961
49001,11,1705636760479
49001,35,1705636760988
49001,21,1705636761500
49001,5,1705636761975
49001,7,1705636762443
49001,12,1705636762928
49001,2,1705636763651
49001,4,1705636764297
49001,37,1705636764757
49001,7,1705636765259
49001,23,1705636765749
49001,34,1705636766469
49001,14,1705636766933
49001,25,1705636767482
49001,97,1705636768061
49001,76,1705636768511
49001,32,1705636769086
49001,23,1705636769539
49001,33,1705636770144
49001,9,1705636770654
49001,6,1705636771236
49001,27,1705636771694
49001,5,1705636772173
49001,16,1705636772653
49001,76,1705636773197
49001,1,1705636773946
49001,27,1705636774599
49001,14,1705636775145
49001,9,1705636775619
49001,82,1705636776174
49001,23,1705636776630
49001,7,1705636777197
49001,10,1705636777667
49001,74,1705636778198
49001,10,1705636778689
49001,82,1705636779225
49001,2,1705636779735
49001,14,1705636780267
49001,74,1705636780754
49001,25,1705636781270
49001,110,1705636781716
49001,101,1705636782322
49001,31,1705636782923
49001,119,1705636783543
49001,8,1705636784148
49001,104,1705636784831
49001,35,1705636785568
49001,11,1705636786207
49001,20,1705636786660
49001,18,1705636787234
49001,88,1705636787790
49001,25,1705636788344
49001,4,1705636788853
49001,3,1705636789383
49001,115,1705636789882
49001,17,1705636790393
49001,87,1705636790919
49001,26,1705636791400
49001,25,1705636791924
49001,10,1705636792412
49001,20,1705636792936
49001,26,1705636793666
49001,17,1705636794222
49001,87,1705636795030
49001,10,1705636795838
49001,18,1705636796325
49001,1,1705636796789
49001,17,1705636797357
49001,14,1705636797866
49001,22,1705636798382
49001,85,1705636798913
49001,96,1705636799504
49001,2,1705636799975
49001,97,1705636801869
49001,21,1705636802904
49001,16,1705636803717
49001,7,1705636804507
49001,2,1705636805063
49001,20,1705636805547
49001,12,1705636806111
49001,38,1705636806598
49001,1,1705636807090
49001,12,1705636807565
49001,413,1705636808079
49001,38,1705636808560
49001,5,1705636809060
49001,3,1705636809533
49001,111,1705636809985
49001,34,1705636810565
49001,16,1705636811149
49001,13,1705636811790
49001,21,1705636815415
49001,25,1705636815890
49001,100,1705636816390
49001,72,1705636816841
49001,37,1705636817337
49001,74,1705636817785
49001,29,1705636818254
49001,16,1705636818699
49001,13,1705636819184
49001,11,1705636819636
49001,21,1705636820163
49001,78,1705636820601
49001,30,1705636821102
49001,82,1705636821578
49001,25,1705636822064
49001,70,1705636822498
49001,98,1705636822977
49001,23,1705636823493
49001,9,1705636824081
49001,22,1705636824675
49001,23,1705636825332
49001,15,1705636826182
49001,100,1705636830906
49001,18,1705636831396
49001,22,1705636831867
49001,38,1705636832345
49001,18,1705636832820
49001,12,1705636833288
49001,21,1705636833788
49001,433,1705636834349
49001,16,1705636835170
49001,24,1705636835607
